,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
396,79.39921458562215,0.5461226152461577,0.10679483413696289,0.0005370686718390186,0.6,0.15,6,340,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 340, 'subsample': 0.4}",0.9205618793896827,0.9219961240310077,0.9261143410852714,0.9228907815019872,0.002353404160364219,350
397,86.79315829277039,5.728196108177703,0.10604000091552734,0.001562876334630798,0.6,0.15,6,340,0.5,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 340, 'subsample': 0.5}",0.9239525308791475,0.9222383720930233,0.9263565891472868,0.9241824973731525,0.00168910062218141,233
398,94.3444431622823,4.428237941363546,0.10501774152119954,0.0016622615413603122,0.6,0.15,6,340,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 340, 'subsample': 0.6}",0.9254056672317752,0.9200581395348837,0.9316860465116279,0.9257166177594289,0.004752162513911622,71
399,100.28681619962056,7.3501290093734255,0.10254311561584473,9.441877441690723e-05,0.6,0.15,6,340,0.7,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 340, 'subsample': 0.7}",0.9215306369581012,0.9256298449612403,0.9302325581395349,0.9257976800196254,0.00355452617724578,58
400,64.46806120872498,1.4307392343620204,0.07793259620666504,0.011165874867363739,0.6,0.15,7,260,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 260, 'subsample': 0.4}",0.9188665536449504,0.9222383720930233,0.9224806201550387,0.9211951819643375,0.0016495561864283683,519
401,70.13652165730794,5.399808855508089,0.08171327908833821,0.010329745729858083,0.6,0.15,7,260,0.5,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 260, 'subsample': 0.5}",0.9244369096633568,0.9229651162790697,0.9275678294573644,0.9249899517999304,0.0019193113094772875,142
402,83.8149512608846,3.826294921139365,0.09151260058085124,0.0016355921887279122,0.6,0.15,7,260,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 260, 'subsample': 0.6}",0.921046258173892,0.9212693798449613,0.9278100775193798,0.9233752385127444,0.003137227393852395,307
403,92.68154708544414,2.2395242665179107,0.08248297373453777,0.013408097005759234,0.6,0.15,7,260,0.7,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 260, 'subsample': 0.7}",0.9205618793896827,0.9210271317829457,0.9273255813953488,0.9229715308559925,0.0030846320171468993,342
404,70.60318636894226,3.099097293543826,0.09017157554626465,0.010250820005264717,0.6,0.15,7,280,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 280, 'subsample': 0.4}",0.9176556066844272,0.9217538759689923,0.9241763565891473,0.9211952797475224,0.002691228608393957,518
405,81.82443038622539,3.3909836812917225,0.0882711410522461,0.010302089134809496,0.6,0.15,7,280,0.5,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 280, 'subsample': 0.5}",0.9241947202712522,0.9224806201550387,0.9278100775193798,0.9248284726485569,0.002221412539562301,160
406,89.51535018285115,5.919559858617826,0.08320395151774089,0.011887113588476004,0.6,0.15,7,280,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 280, 'subsample': 0.6}",0.9217728263502059,0.9219961240310077,0.9263565891472868,0.9233751798428335,0.0021101447887247916,310
407,87.59449219703674,9.284500343491139,0.08655794461568196,0.012035496842130561,0.6,0.15,7,280,0.7,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 280, 'subsample': 0.7}",0.9203196899975781,0.9210271317829457,0.9265988372093024,0.9226485529966088,0.0028081639898355345,378
408,74.96475283304851,5.312649802442416,0.10521539052327473,0.0013387938739012103,0.6,0.15,7,300,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.4}",0.9183821748607411,0.9229651162790697,0.9234496124031008,0.9215989678476372,0.0022831997961863483,477
409,80.4406057993571,6.836166241361535,0.08732803662618001,0.012077206327905021,0.6,0.15,7,300,0.5,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.5}",0.9234681520949383,0.9217538759689923,0.9263565891472868,0.9238595390704057,0.001899320926688577,267
410,97.8670088450114,2.1081582810343398,0.10510579744974773,0.0010446593533196733,0.6,0.15,7,300,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.6}",0.9205618793896827,0.9229651162790697,0.9232073643410853,0.922244786669946,0.0011940976275999565,422
411,108.11950381596883,1.739175835740231,0.10459311803181966,0.0007555942393475659,0.6,0.15,7,300,0.7,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.7}",0.9222572051344151,0.9224806201550387,0.9278100775193798,0.9241826342696112,0.0025666108607239123,230
412,81.72396882375081,4.122152453159647,0.11693668365478516,0.00024392477318311738,0.6,0.15,7,320,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 320, 'subsample': 0.4}",0.919108743037055,0.9224806201550387,0.9224806201550387,0.9213566611157108,0.0015895181169693518,508
413,96.33181794484456,0.40095515364155443,0.10127067565917969,0.011689372588788362,0.6,0.15,7,320,0.5,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 320, 'subsample': 0.5}",0.9254056672317752,0.9219961240310077,0.9253875968992248,0.9242631293873359,0.0016030318355011142,225
414,102.14223591486613,1.9391091775378315,0.11185574531555176,0.0012736563434471374,0.6,0.15,7,320,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 320, 'subsample': 0.6}",0.921046258173892,0.9241763565891473,0.9232073643410853,0.9228099930347082,0.0013083850067022599,359
415,102.5076425075531,15.305086387148073,0.10033504168192546,0.01276242046342229,0.6,0.15,7,320,0.7,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 320, 'subsample': 0.7}",0.9217728263502059,0.9222383720930233,0.9268410852713178,0.9236174279048489,0.0022873796248043905,285
416,86.3127171198527,2.1151449405697247,0.12071291605631511,0.00017448921067532184,0.6,0.15,7,340,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 340, 'subsample': 0.4}",0.9195931218212642,0.9232073643410853,0.9229651162790697,0.9219218674804731,0.001649639008965451,464
417,101.10609761873881,1.0455315854589142,0.11079859733581543,0.012713911971837655,0.6,0.15,7,340,0.5,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 340, 'subsample': 0.5}",0.9237103414870429,0.9227228682170543,0.9256298449612403,0.9240210182217791,0.0012069295679365975,247
418,93.43893098831177,10.177071247146737,0.12208000818888347,0.002089088389425349,0.6,0.15,7,340,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 340, 'subsample': 0.6}",0.9241947202712522,0.9251453488372093,0.9239341085271318,0.9244247258785311,0.0005205463198883888,205
419,103.85055430730183,13.833325591894125,0.10981893539428711,0.012066757750300387,0.6,0.15,7,340,0.7,"{'colsample_bytree': 0.6, 'learning_rate': 0.15, 'max_depth': 7, 'n_estimators': 340, 'subsample': 0.7}",0.9222572051344151,0.9234496124031008,0.9265988372093024,0.924101884915606,0.0018314906208422952,237
420,52.126750787099205,1.4024604654608348,0.0688014030456543,0.002037865479527588,0.6,0.2,5,260,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 260, 'subsample': 0.4}",0.9149915233712763,0.9169089147286822,0.9234496124031008,0.9184500168343531,0.00362087137695193,674
421,56.466950019200645,1.8761644157644575,0.06747825940450032,0.00036837392771543574,0.6,0.2,5,260,0.5,"{'colsample_bytree': 0.6, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 260, 'subsample': 0.5}",0.9224993945265197,0.9210271317829457,0.9232073643410853,0.9222446302168503,0.0009081233917642139,426
422,65.17641019821167,2.9567979374202467,0.06931281089782715,0.002727352568027892,0.6,0.2,5,260,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 260, 'subsample': 0.6}",0.9200775006054734,0.9217538759689923,0.9290213178294574,0.9236175648013077,0.003881835363311277,283
423,67.51081959406535,2.658735197163167,0.06651004155476888,4.09785677671179e-05,0.6,0.2,5,260,0.7,"{'colsample_bytree': 0.6, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 260, 'subsample': 0.7}",0.9220150157423105,0.9217538759689923,0.9299903100775194,0.9245864005962741,0.003822627957868976,182
424,54.61109526952108,1.748166167797055,0.06592726707458496,0.011526812810333931,0.6,0.2,5,280,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 280, 'subsample': 0.4}",0.9154759021554856,0.9161821705426356,0.9244186046511628,0.9186922257830946,0.004059414158403046,668
